App,Category,Rating,Reviews,Size,Installs,Price,Content Rating,GenrePrincipal,Last Updated,GenreSecondaire
Speed Camera Detector - Traffic & Speed Alert,1,4.3,138,5400000,100000,0.0,0,1,2018-07-23,0
Used car search Goo net whole car Go to net,1,3.7,5414,18000000,1000000,0.0,0,1,2018-07-23,0
BEST CAR SOUNDS,1,4.3,348,38000000,100000,0.0,0,1,2018-07-29,0
RST - Sale of cars on the PCT,1,3.2,250,1100000,100000,0.0,0,1,2018-04-27,0
SMS Park,1,4.5,3617,7900000,100000,0.0,0,1,2018-05-16,0
SKencar,1,3.7,4806,35000000,1000000,0.0,0,1,2018-07-31,0
auto fines,1,4.6,31433,17000000,1000000,0.0,0,1,2018-08-02,0
"Used car is the first car - used car purchase, used car quotation, dealer information to",1,4.6,5097,19000000,1000000,0.0,0,1,2018-07-23,0
All of the parking lot - National Park application (parking lot search / parking sharing / discount payment),1,4.0,1754,14000000,500000,0.0,0,1,2018-06-02,0
Inquiry Fines and Debits of Vehicles,1,4.4,2680,2200000,500000,0.0,0,1,2018-03-20,0
Gas Station,1,4.0,1288,4500000,100000,0.0,0,1,2018-04-21,0
Hush - Beauty for Everyone,2,4.7,18900,17000000,500000,0.0,0,2,2018-08-02,0
"ipsy: Makeup, Beauty, and Tips",2,4.9,49790,14000000,1000000,0.0,0,2,2017-11-09,0
Natural recipes for your beauty,2,4.7,1150,9800000,100000,0.0,0,2,2018-05-15,0
"BestCam Selfie-selfie, beauty camera, photo editor",2,3.9,1739,21000000,500000,0.0,0,2,2018-07-12,0
Beauty Selfie Camera,2,4.2,2225,52000000,500000,0.0,0,2,2018-02-28,0
Hairstyles step by step,2,4.6,4369,14000000,100000,0.0,0,2,2018-07-25,0
Filters for Selfie,2,4.3,8572,25000000,1000000,0.0,0,2,2018-05-10,0
Tie - Always be happy,2,4.7,964,9000000,50000,0.0,0,2,2018-06-21,0
Prom MakeUp Tutorial,2,4.8,104,12000000,10000,0.0,0,2,2018-06-26,0
Sweet Selfie Beauty Camera,2,4.3,601,35000000,100000,0.0,0,2,2018-06-02,0
Colors of white in Urdu,2,4.5,36,6700000,10000,0.0,0,2,2018-07-26,0
Selfie Camera Photo Editor & Filter & Sticker,2,4.1,187,30000000,50000,0.0,1,2,2018-07-24,0
Wrinkles and rejuvenation,2,,182,5700000,100000,0.0,2,2,2017-09-20,0
Eyes Makeup Beauty Tips,2,4.2,30,2900000,10000,0.0,0,2,2018-04-09,0
Photo Editor 2018,2,4.5,134,17000000,10000,0.0,0,2,2018-03-01,0
Step By Step Eyes Makeup Tutorial,2,4.4,74,2900000,10000,0.0,0,2,2018-04-05,0
Mirror Camera (Mirror + Selfie Camera),2,4.1,9315,2600000,1000000,0.0,0,2,2017-11-21,0
Beauty Tips - Beauty Tips in Sinhala,2,4.4,75,4200000,50000,0.0,0,2,2017-10-18,0
Haircut Tutorials/Haircut Videos,2,4.6,38,7100000,10000,0.0,0,2,2018-05-29,0
"Sephora: Skin Care, Beauty Makeup & Fragrance Shop",2,4.5,26834,57000000,1000000,0.0,0,2,2018-07-24,0
Manicure - nail design,2,,119,3700000,50000,0.0,0,2,2018-07-23,0
"Sticker Camera - Selfie Filters, Beauty Camera",2,3.9,2277,22000000,500000,0.0,0,2,2018-07-12,0
Filters for B Live,2,4.4,2280,24000000,500000,0.0,0,2,2018-05-14,0
Skin Care and Natural Beauty,2,,654,7400000,100000,0.0,1,2,2018-07-17,0
Facial Wrinkle Reduction,2,4.6,184,21000000,10000,0.0,0,2,2018-07-02,0
Makeup Videos,2,3.8,9,3400000,5000,0.0,0,2,2018-06-07,0
"Secrets of beauty, youth and health",2,,77,2900000,10000,0.0,3,2,2017-08-08,0
Recipes and tips for losing weight,2,,35,3100000,10000,0.0,2,2,2017-12-11,0
Discover Color,2,4.0,364,6400000,100000,0.0,0,2,2018-05-24,0
Eyeliner step by step 2018,2,4.3,18,3200000,5000,0.0,0,2,2018-06-01,0
Dresses Ideas & Fashions +3000,2,4.5,473,8200000,100000,0.0,3,2,2017-03-01,0
"Lady adviser (beauty, health)",2,,30,9900000,10000,0.0,3,2,2018-01-24,0
Step By Step Hairstyles For Women,2,4.1,66,2900000,10000,0.0,0,2,2018-04-05,0
Rainbow Camera,2,3.7,3871,23000000,1000000,0.0,0,2,2018-07-30,0
Methods of teeth whitening,2,4.7,257,4600000,50000,0.0,0,2,2017-08-07,0
Girls hairstyles 2018,2,4.2,62,3100000,10000,0.0,0,2,2018-05-28,0
E-Book Read - Read Book for free,3,4.5,1857,4900000,50000,0.0,0,3,2018-08-03,0
Download free book with green book,3,4.6,4478,9500000,100000,0.0,2,3,2017-07-31,0
Free Panda Radio Music,3,4.5,418,4200000,100000,0.0,0,3,2018-03-27,0
Book store,3,4.4,22486,5400000,1000000,0.0,1,3,2018-06-06,0
English Grammar Complete Handbook,3,4.6,1435,2800000,500000,0.0,0,3,2018-01-21,0
Free Books - Spirit Fanfiction and Stories,3,4.8,116507,5000000,1000000,0.0,1,3,2018-08-01,0
AlReader -any text book reader,3,4.6,90468,5900000,5000000,0.0,0,3,2018-05-27,0
Offline English Dictionary,3,4.2,860,13000000,100000,0.0,0,3,2018-07-17,0
Oxford Dictionary of English : Free,3,4.1,363934,7100000,10000000,0.0,0,3,2018-07-11,0
Offline: English to Tagalog Dictionary,3,4.7,967,6700000,500000,0.0,0,3,2018-08-04,0
FamilySearch Tree,3,4.3,17506,17000000,1000000,0.0,0,3,2018-07-20,0
Cloud of Books,3,3.3,1862,19000000,1000000,0.0,0,3,2018-04-27,0
Recipes of Prophetic Medicine for free,3,4.6,2084,6700000,500000,0.0,0,3,2018-05-17,0
ReadEra – free ebook reader,3,4.8,47303,21000000,1000000,0.0,0,3,2018-06-02,0
Anonymous caller detection,3,,161,2700000,10000,0.0,0,3,2018-07-13,0
Ebook Reader,3,4.1,85842,37000000,5000000,0.0,0,3,2018-06-25,0
Litnet - E-books,3,4.6,7831,15000000,100000,0.0,1,3,2018-07-04,0
Read books online,3,4.1,91615,23000000,5000000,0.0,3,3,2018-06-29,0
English to Urdu Dictionary,3,4.6,4620,19000000,500000,0.0,0,3,2017-11-23,0
eBoox: book reader fb2 epub zip,3,4.7,21336,23000000,1000000,0.0,0,3,2018-06-20,0
English Persian Dictionary,3,4.5,26875,73000000,500000,0.0,0,3,2018-08-01,0
Flybook,3,3.9,1778,4900000,500000,0.0,3,3,2014-10-16,0
All Maths Formulas,3,4.4,2709,6800000,1000000,0.0,0,3,2018-07-11,0
English translation from Bengali,3,4.5,527,2900000,100000,0.0,0,3,2018-03-31,0
Pdf Book Download - Read Pdf Book,3,4.4,1322,3500000,100000,0.0,0,3,2018-05-28,0
Free Book Reader,3,3.4,1680,4000000,100000,0.0,0,3,2016-08-20,0
eBoox new: Reader for fb2 epub zip books,3,4.9,2739,21000000,50000,0.0,0,3,2018-07-17,0
"Only 30 days in English, the guideline is guaranteed",3,4.6,1065,2300000,500000,0.0,0,3,2018-06-16,0
SH-02J Owner's Manual (Android 8.0),3,,2,7200000,50000,0.0,0,3,2018-06-15,0
English-Myanmar Dictionary,3,4.4,8788,10000000,1000000,0.0,0,3,2018-07-28,0
Golden Dictionary (EN-AR),3,4.4,51269,6100000,1000000,0.0,0,3,2018-07-19,0
All Language Translator Free,3,4.4,30105,2100000,1000000,0.0,0,3,2018-07-29,0
Azpen eReader,3,3.5,156,42000000,500000,0.0,0,3,2018-02-15,0
URBANO V 02 instruction manual,3,,114,7300000,100000,0.0,0,3,2015-08-07,0
English Dictionary - Offline,3,4.4,341157,30000000,10000000,0.0,2,3,2018-03-20,0
ADP Mobile Solutions,4,4.3,85185,29000000,5000000,0.0,0,4,2018-07-17,0
OfficeSuite : Free Office + PDF Editor,4,4.3,1002861,35000000,100000000,0.0,0,4,2018-08-02,0
USPS MOBILE®,4,3.9,16589,9100000,1000000,0.0,0,4,2018-06-14,0
Job Search by ZipRecruiter,4,4.8,148945,25000000,1000000,0.0,0,4,2018-07-19,0
Curriculum vitae App CV Builder Free Resume Maker,4,4.5,4458,3900000,500000,0.0,0,4,2018-07-08,0
Google Primer,4,4.4,62272,18000000,10000000,0.0,0,4,2018-06-26,0
Alba Heaven - Alvarez Job Portal Services,4,4.0,8941,12000000,5000000,0.0,0,4,2018-07-31,0
SuperLivePro,4,4.3,46353,21000000,1000000,0.0,0,4,2016-04-13,0
Polaris Office for LG,4,4.2,30847,55000000,5000000,0.0,0,4,2018-02-08,0
Call Blocker,4,4.6,188841,3200000,5000000,0.0,0,4,2018-06-21,0
Plugin:AOT v5.0,4,3.1,4034,23000,100000,0.0,0,4,2015-09-11,0
Kariyer.net,4,3.9,45964,16000000,1000000,0.0,0,4,2018-07-18,0
Become a Job - Find a job or advertise,4,4.1,6903,14000000,1000000,0.0,0,4,2018-07-10,0
ZOOM Cloud Meetings,4,4.4,31614,37000000,10000000,0.0,0,4,2018-07-20,0
"IndiaMART: Search Products, Buy, Sell & Trade",4,4.5,207372,11000000,5000000,0.0,0,4,2018-08-02,0
ViettelPost express delivery,4,4.4,1225,25000000,100000,0.0,0,4,2018-08-01,0
MyASUS - Service Center,4,4.4,380837,7300000,10000000,0.0,0,4,2018-07-04,0
Job Korea - Career Jobs,4,4.3,10600,6500000,1000000,0.0,0,4,2018-08-01,0
"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",4,4.4,74359,25000000,1000000,0.0,0,4,2018-07-27,0
Myanmar 2D/3D,4,4.6,822,3100000,100000,0.0,0,4,2018-06-08,0
sABN,4,4.4,2287,1500000,1000000,0.0,0,4,2018-03-26,0
ATI Cargoes and Transportation,4,4.7,4162,7500000,100000,0.0,0,4,2018-07-24,0
Secure Folder,4,3.8,14760,8600000,50000000,0.0,0,4,2018-01-31,0
Y! Mobile menu,4,,9,1200000,100000,0.0,0,4,2018-04-09,0
Tiny Scanner - PDF Scanner App,4,4.7,286897,39000000,10000000,0.0,0,4,2017-05-30,0
Fast Scanner : Free PDF Scan,4,4.5,103755,14000000,10000000,0.0,0,4,2018-07-11,0
Mobile Doc Scanner (MDScan) Lite,4,4.2,46505,19000000,1000000,0.0,0,4,2018-08-02,0
TurboScan: scan documents and receipts in PDF,4,4.7,11442,6800000,100000,4.99,0,4,2018-03-25,0
Tiny Scanner Pro: PDF Doc Scan,4,4.8,10295,39000000,100000,4.99,0,4,2017-04-11,0
Zenefits,4,4.2,296,14000000,50000,0.0,0,4,2018-06-15,0
Google Ads,4,4.3,29313,20000000,5000000,0.0,0,4,2018-07-30,0
FreshBooks Classic,4,4.1,1802,26000000,100000,0.0,0,4,2018-04-18,0
Insightly CRM,4,3.8,1383,51000000,100000,0.0,0,4,2018-07-12,0
QuickBooks Accounting: Invoicing & Expenses,4,4.3,23175,41000000,1000000,0.0,0,4,2018-07-13,0
HipChat - Chat Built for Teams,4,3.8,5868,20000000,500000,0.0,0,4,2018-07-03,0
"MailChimp - Email, Marketing Automation",4,4.1,5448,12000000,500000,0.0,0,4,2018-07-25,0
Crew - Free Messaging and Scheduling,4,4.6,4159,48000000,500000,0.0,0,4,2018-07-20,0
Asana: organize team projects,4,4.3,20815,10000000,1000000,0.0,0,4,2018-07-26,0
Google Analytics,4,4.5,78662,22000000,1000000,0.0,0,4,2018-02-13,0
AdWords Express,4,4.1,7149,11000000,1000000,0.0,0,4,2018-07-31,0
Accounting App - Zoho Books,4,4.5,3079,8500000,100000,0.0,0,4,2018-08-02,0
Invoice & Time Tracking - Zoho,4,4.6,5800,8600000,100000,0.0,0,4,2018-08-02,0
Invoice 2go — Professional Invoices and Estimates,4,4.2,16422,28000000,1000000,0.0,0,4,2018-08-01,0
Cisco Webex Meetings,4,4.4,108741,28000000,10000000,0.0,0,4,2018-07-20,0
ZOOM Cloud Meetings,4,4.4,31614,37000000,10000000,0.0,0,4,2018-07-20,0
ScreenMeet. Easy Phone Meeting,4,4.0,624,9000000,100000,0.0,0,4,2018-03-22,0
Cisco Webex Teams,4,4.2,1661,46000000,100000,0.0,0,4,2018-08-02,0
Start Meeting,4,4.1,308,14000000,50000,0.0,0,4,2018-05-29,0
ClickMeeting Webinars,4,3.8,5211,26000000,1000000,0.0,0,4,2018-07-30,0
BlueJeans for Android,4,3.9,1058,23000000,500000,0.0,0,4,2018-06-29,0
Zenefits,4,4.2,296,14000000,50000,0.0,0,4,2018-06-15,0
Google Ads,4,4.3,29313,20000000,5000000,0.0,0,4,2018-07-30,0
FreshBooks Classic,4,4.1,1802,26000000,100000,0.0,0,4,2018-04-18,0
Insightly CRM,4,3.8,1383,51000000,100000,0.0,0,4,2018-07-12,0
QuickBooks Accounting: Invoicing & Expenses,4,4.3,23175,41000000,1000000,0.0,0,4,2018-07-13,0
HipChat - Chat Built for Teams,4,3.8,5868,20000000,500000,0.0,0,4,2018-07-03,0
"MailChimp - Email, Marketing Automation",4,4.1,5448,12000000,500000,0.0,0,4,2018-07-25,0
Crew - Free Messaging and Scheduling,4,4.6,4159,48000000,500000,0.0,0,4,2018-07-20,0
Asana: organize team projects,4,4.3,20815,10000000,1000000,0.0,0,4,2018-07-26,0
Google Analytics,4,4.5,78662,22000000,1000000,0.0,0,4,2018-02-13,0
AdWords Express,4,4.1,7149,11000000,1000000,0.0,0,4,2018-07-31,0
Accounting App - Zoho Books,4,4.5,3079,8500000,100000,0.0,0,4,2018-08-02,0
Invoice & Time Tracking - Zoho,4,4.6,5800,8600000,100000,0.0,0,4,2018-08-02,0
Invoice 2go — Professional Invoices and Estimates,4,4.2,16422,28000000,1000000,0.0,0,4,2018-08-01,0
Tiny Scanner - PDF Scanner App,4,4.7,286897,39000000,10000000,0.0,0,4,2017-05-30,0
Fast Scanner : Free PDF Scan,4,4.5,103755,14000000,10000000,0.0,0,4,2018-07-11,0
Mobile Doc Scanner (MDScan) Lite,4,4.2,46505,19000000,1000000,0.0,0,4,2018-08-02,0
TurboScan: scan documents and receipts in PDF,4,4.7,11442,6800000,100000,4.99,0,4,2018-03-25,0
Tiny Scanner Pro: PDF Doc Scan,4,4.8,10295,39000000,100000,4.99,0,4,2017-04-11,0
OfficeSuite : Free Office + PDF Editor,4,4.3,1002859,35000000,100000000,0.0,0,4,2018-08-02,0
Verify - Receipts & Expenses,4,4.5,413,29000000,10000,0.0,0,4,2018-07-25,0
QuickBooks Accounting: Invoicing & Expenses,4,4.3,23175,41000000,1000000,0.0,0,4,2018-07-13,0
Manga Master - Best manga & comic reader,5,4.6,24005,4900000,500000,0.0,4,5,2018-07-04,0
GANMA! - All original stories free of charge for all original comics,5,4.7,57106,27000000,1000000,0.0,1,5,2018-07-23,0
Röhrich Werner Soundboard,5,4.7,2249,32000000,500000,0.0,0,5,2017-11-16,0
Unicorn Pokez - Color By Number,5,4.8,516,12000000,50000,0.0,0,5,2018-08-03,2
MangaToon - Comics updated Daily,5,3.9,834,15000000,50000,0.0,3,5,2018-08-01,0
Manga Net – Best Online Manga Reader,5,4.1,1010,11000000,50000,0.0,3,5,2018-07-07,0
Manga Rock - Best Manga Reader,5,4.4,238970,28000000,1000000,0.0,1,5,2018-07-09,0
Manga - read Thai translation,5,4.6,302,2200000,10000,0.0,1,5,2018-07-03,0
The Vietnam Story - Fun Stories,5,4.5,438,3400000,10000,0.0,0,5,2017-12-27,0
Dragon Ball Wallpaper - Ringtones,5,4.7,73,8300000,10000,0.0,0,5,2018-07-23,0
Funny Jokes Photos,5,4.4,39,4300000,10000,0.0,2,5,2018-07-03,0
Truyện Vui Tý Quậy,5,4.5,144,4700000,10000,0.0,0,5,2018-07-19,0
Comic Es - Shojo manga / love comics free of charge ♪ ♪,5,3.9,2181,10000000,100000,0.0,1,5,2018-03-05,0
comico Popular Original Cartoon Updated Everyday Comico,5,3.2,93965,15000000,5000000,0.0,1,5,2018-07-03,0
Daily Manga - Comic & Webtoon,5,3.2,1446,7100000,100000,0.0,3,5,2018-05-18,0
"漫咖 Comics - Manga,Novel and Stories",5,4.1,12088,21000000,1000000,0.0,3,5,2018-07-06,0
Emmanuella Funny Videos 2018,5,4.5,314,6100000,100000,0.0,0,5,2018-05-23,0
Manga Zero - Japanese cartoon and comic reader,5,4.2,15194,15000000,1000000,0.0,1,5,2018-07-19,0
Marvel Unlimited,5,3.7,22551,11000000,1000000,0.0,1,5,2018-07-24,0
"Tapas – Comics, Novels, and Stories",5,4.5,29839,29000000,1000000,0.0,1,5,2018-07-31,0
Children's cartoons (Mithu-Mina-Raju),5,4.6,279,3300000,100000,0.0,0,5,2017-12-18,0
【Ranobbe complete free】 Novelba - Free app that you can read and write novels,5,,1330,22000000,50000,0.0,0,5,2018-07-03,0
Faustop Sounds,5,4.7,1677,40000000,100000,0.0,0,5,2018-05-26,0
Manga Mania - Best online manga reader,5,4.4,757,10000000,10000,0.0,1,5,2018-05-24,0
- Free Comics - Comic Apps,5,3.5,115,9100000,10000,0.0,3,5,2018-07-13,0
Manga AZ - Manga Comic Reader,5,3.3,125,4700000,5000,0.0,1,5,2018-07-24,0
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,5,4.5,9952,38000000,500000,0.0,2,5,2018-07-31,0
Funny Jokes and Stories 2018,5,4.2,21,6700000,5000,0.0,0,5,2018-03-31,0
Hojiboy Tojiboyev Life Hacks,5,5.0,15,37000000,1000,0.0,0,5,2018-06-26,0
"Best Wallpapers Backgrounds(100,000+ 4K HD)",5,4.7,3596,7800000,10000,0.0,1,5,2018-06-16,0
think Comics,5,4.4,1006,19000000,50000,0.0,0,5,2018-08-03,0
Memes Button,5,4.4,5968,5700000,1000000,0.0,0,5,2018-05-28,0
"Laftel - Watching and Announcing Snooping, Streaming",5,4.6,4895,35000000,100000,0.0,0,5,2018-08-02,0
Messenger for SMS,6,4.3,125257,17000000,10000000,0.0,1,6,2018-06-06,0
My Tele2,6,4.3,158679,8800000,5000000,0.0,0,6,2018-08-03,0
Yahoo Mail – Stay Organized,6,4.3,4187998,16000000,100000000,0.0,0,6,2018-07-18,0
imo beta free calls and text,6,4.3,659395,11000000,100000000,0.0,0,6,2018-06-07,0
imo free video calls and chat,6,4.3,4785892,11000000,500000000,0.0,0,6,2018-06-08,0
Call Free – Free Call,6,4.3,30209,15000000,5000000,0.0,0,6,2018-07-28,0
Web Browser & Explorer,6,4.0,36901,6600000,5000000,0.0,0,6,2018-07-04,0
Browser 4G,6,4.3,192948,6600000,10000000,0.0,0,6,2018-06-19,0
Cricket Visual Voicemail,6,3.9,13698,5100000,10000000,0.0,0,6,2018-07-02,0
TracFone My Account,6,3.6,20769,18000000,1000000,0.0,0,6,2018-07-11,0
Firefox Focus: The privacy browser,6,4.4,36880,4000000,1000000,0.0,0,6,2018-07-06,0
TouchPal Keyboard - Fun Emoji & Android Keyboard,6,4.4,615381,37000000,10000000,0.0,3,6,2018-08-02,0
Skype Lite - Free Video Call & Chat,6,4.2,33053,22000000,5000000,0.0,0,6,2018-07-31,0
UC Browser Mini -Tiny Fast Private & Secure,6,4.4,3648120,3300000,100000000,0.0,1,6,2018-07-18,0
WhatsApp Business,6,4.4,136662,32000000,10000000,0.0,0,6,2018-07-30,0
My magenta,6,3.9,42370,37000000,1000000,0.0,0,6,2018-06-25,0
Antillean Gold Telegram (original version),6,4.4,2939,17000000,100000,0.0,0,6,2018-07-16,0
Omlet Chat,6,3.9,40751,35000000,10000000,0.0,1,6,2016-11-04,0
UC Browser - Fast Download Private & Secure,6,4.5,17712922,40000000,500000000,0.0,1,6,2018-08-02,0
My Vodacom SA,6,3.7,25021,61000000,5000000,0.0,0,6,2018-06-26,0
Microsoft Edge,6,4.3,27187,66000000,5000000,0.0,0,6,2018-07-28,0
imo free video calls and chat,6,4.3,4785988,11000000,500000000,0.0,0,6,2018-06-08,0
Hangouts Dialer - Call Phones,6,4.0,122498,79000,10000000,0.0,0,6,2015-09-02,0
"Talkatone: Free Texts, Calls & Phone Number",6,4.1,132014,25000000,10000000,0.0,0,6,2018-07-18,0
Calls & Text by Mo+,6,4.2,83239,14000000,5000000,0.0,0,6,2018-04-19,0
"GO SMS Pro - Messenger, Free Themes, Emoji",6,4.4,2876500,24000000,100000000,0.0,0,6,2018-08-01,0
